Message,Category,contains_phone_number,contains_URL_link,Keywords,Special_Characters,Amount,Length,SMS_Number,word_count,label_numeric
क्या तुमने मेरे ईमेल का जवाब दिया?,ham,0,0,0,1,0,34,0,7,1
उमा मेरी जिंदगी और वावा उमा को बहुत प्यार करता हूं प्रिय,ham,0,0,0,0,0,56,0,12,1
"प्यार, नोक-झोक, रोमन, संचार - मायना से जानो कैसा है आपका रिश्ता आपके दोस्त से - बिल्कुल मुफ्त - क्लिक करें https://wa.me/917065462094?text=Hi",spam,1,1,1,1,0,141,0,22,0
आहा। काम। मुझे यह थोड़ा-बहुत याद है! ऐसा लगता है? लोल,ham,0,0,0,1,0,53,0,11,1
इस पर आपकी अंतर्दृष्टि की बहुत सराहना की जाएगी।,ham,0,0,0,0,0,47,0,9,1
फ्री ऑनलाइन मूवी टिकट! अभी बुक करें: https://moviedeals.info/nKL98J7M -TicketOffer।,spam,0,1,1,1,0,83,0,9,0
"जैसे ही मैं यहाँ समाप्त कर लूंगा, मैं आपसे संपर्क करूंगा।",ham,0,0,0,1,0,57,0,11,1
आपका ड्रीम करियर बस कुछ ही कदम दूर है। कोडिंग ब्लॉक्स लाइव कोर्स के साथ MAANG जैसी कंपनियों के लिए प्लेसमेंट सहायता प्राप्त करें। अभी रजिस्टर करें: b3m.in/37yrqx,spam,0,0,0,1,0,161,0,28,0
मुझे आशा है कि यह संदेश आपको अच्छा लगेगा।,ham,0,0,0,0,0,41,0,9,1
क्या आपने उस रेस्टोरेंट का दौरा किया है?,ham,0,0,0,1,0,40,0,8,1
नेटवर्क प्रभारी के संदेश के अनुसार इस सप्ताहांत तक राउटर स्थापित कर दिया जाएगा।,ham,0,0,0,0,0,79,0,14,1
"प्रिय छात्र, गेट का परिणाम आ गया! स्कोर और श्रेणी के अनुसार आईआईटी/एनआईटी और पीएसयू में प्रवेश की संभावना जानने के लिए गेट कॉलेज प्रिडिक्टर का उपयोग करें http://nmc.sg/c2ABU3
Careers360",spam,0,1,1,1,0,185,0,30,0
"आपकी किताबें अब उपलब्ध हैं ,प्रिय छात्र, आपकी किताबें अब उपलब्ध हैं। कृपया जल्द ही खरीदें।",ham,0,0,1,1,0,90,0,16,1
खास ऑफर! 30% की छूट पाने के लिए अभी ऑर्डर करें।,spam,0,0,1,1,0,47,0,11,0
30% तक टैक्स में बचत करें और ₹499 में टैक्स प्लानिंग विशेषज्ञ की सलाह पाएं। TAXSAVE को 564567 पर भेजें।,spam,0,0,0,1,0,103,1,20,0
"आपके मित्र n n ने आपको Azora app, डाउनलोड करने के लिए आमंत्रित किया है app डाउनलोड करें और मासिक 10000 - 50,000 तक कमाएं 
Azora app डाउनलोड करने के लिए लिंक पर क्लिक करें
https://azora.in/invite/138061",spam,0,1,1,1,0,201,0,36,0
क्या आपने उसका नाम इसी तरह की संरचना में लिखा है?,ham,0,0,0,1,0,49,0,11,1
"तुम तो बस अपनी ही दुनिया में रहते हो, मेरी फीलिंग्स को नजरअंदाज करते हुए। जब मैं तुमसे बात करती हूं, तो तुम्हें लगता है कि मैं तुम्हें परेशान कर रही हूं, जबकि सच्चाई यह है कि तुम्हारे साथ रहकर मैं खुद को कभी समझ ही नहीं पाई।",ham,0,0,0,1,0,224,0,48,1
अगर आपको किसी भी चीज़ में मदद चाहिए तो मुझे बताएं।,ham,0,0,0,0,0,50,0,11,1
"आज का दिन थकान भरा था, अब अंततः आराम कर रहा हूँ।",ham,0,0,0,1,0,48,0,12,1
"नमस्ते रंजन कुमार, आपके स्विगी ऑर्डर 187261439871224 में गलत आइटम के क्लेम पर अपडेट है। अधिक जानकारी के लिए आपके रजिस्टर्ड ईमेल आईडी पर मेल भेजी गई है।",ham,1,0,0,1,0,151,0,28,1
आप पार्टी के लिए नहीं आये इसलिए रात 9 बजे डिनर के लिए यहां आइये।,ham,0,0,0,0,0,64,0,15,1
मेरे जन्मदिन पर आपकी शुभकामनाओं के लिए बहुत-बहुत धन्यवाद। मेरे जन्मदिन को यादगार बनाने के लिए आपका धन्यवाद।,ham,0,0,0,0,0,107,0,18,1
खाना खा लिया क्या?,ham,0,0,0,1,0,18,0,4,1
सुरक्षा जांच के लिए फ्लाइट टिकट और आधार कार्ड अपने पास रखें।,ham,0,0,0,0,0,60,0,12,1
"
अरे सुनो! कैसी हो? उम्मीद है सब बढ़िया है। मैं और डेल फिर से साथ हैं! बहुत समय हो गया है मिले हुए। कभी कॉल करना!",ham,0,0,1,1,0,113,0,26,1
"अब जुड़ें UK के सबसे बड़े डेटिंग नेटवर्क से! ""DATE"" भेजें 45678 पर और पाएं स्पेशल ऑफ़र।",spam,0,0,0,1,0,87,0,17,0
"आपकी किताबें अब उपलब्ध हैं। प्रिय छात्र, आपकी किताबें अब उपलब्ध हैं। कृपया खरीदारी करें।",ham,0,0,0,1,0,88,0,15,1
आपका क्रेडिट स्कोर सुधारने का तरीका ।आपके क्रेडिट स्कोर को सुधारने का अनोखा तरीका! जानकारी के लिए यहाँ क्लिक करें: [http://credit-score-improve.net]।,spam,0,1,1,1,0,149,0,21,0
"आज आपके पास जो है, उसे संजोएं। संतुष्टि ही सच्चा धन है।",ham,0,0,0,1,0,55,0,12,1
15 अगस्त को *अंतर छात्रावास दीवार चित्रकला प्रतियोगिता एवं रंगोली प्रतियोगिता* होगी।,ham,0,0,0,1,0,84,0,12,1
हमें सजावट के लिए कहां एकत्र होना चाहिए?,ham,0,0,0,1,0,40,0,8,1
"आपका बायोडाटा डाटा एंट्री/कंप्यूटर ऑपरेटर के लिए चुना गया है, कृपया कॉल करें या व्हाट्सऐप करें एचआर 7618024969:- एसएनआर टीम",spam,1,0,1,1,0,123,0,20,0
आज रात का खाना क्या बनाना है?,ham,0,0,0,1,0,29,0,7,1
"आज का दिन अच्छा बीते, आपकी मुस्कुराहट हर मुश्किल को आसान कर दे!",ham,0,0,0,1,0,63,0,13,1
हम उनकी आत्मा की सद्गति कामना करते हे ।,ham,0,0,0,0,0,39,0,9,1
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam,0,0,1,0,1,67,0,14,0
"आपने BHIM SBI Pay ऐप के लिए UPI PIN सफलतापूर्वक सेट कर लिया है। यदि यह आप नहीं हैं, तो तुरंत अपनी शाखा पर जाएं या हमें support.upi@sbi.co.in पर मेल करें।",ham,0,0,0,1,0,153,0,31,1
आपके वॉलेट में ₹500 का वाउचर पेंडिंग है। वाउचर क्लेम करने के लिए ऐप में लॉगिन करें और KYC प्रोसेस पूरा करें।,spam,0,0,0,1,0,108,0,22,0
विशेष ऑफर! अपना मुफ़्त परमिट पैक टिकट। कॉल करें.,spam,0,0,1,1,0,48,0,9,0
तुमको समझ नही आता क्या कहाँ क्या बोलना चाहिए ।,ham,0,0,0,0,0,46,0,10,1
₹10 में अमेज़न प्राइम सब्सक्रिप्शन! अभी पाएं: https://primeoffer.co/l9JN87KM -PrimeDeal।,spam,0,1,0,1,0,88,0,9,0
आज का खाना बहुत स्वादिष्ट था।,ham,0,0,0,0,0,29,0,6,1
मुझे लगता है इस दुनिया का अब नक्षा बडलेगा,ham,0,0,0,0,0,41,0,9,1
प्लास्टिक का उपयोग कम करें। पर्यावरण को बचाने के लिए कपड़े के बैग का इस्तेमाल करें और प्लास्टिक प्रदूषण से बचाएं।,ham,0,0,0,0,0,113,0,21,1
ठीक है लार...फेफ के साथ मजाक कर रहा था...,ham,0,0,0,1,0,41,0,9,1
अर कंप्लीट यू बन जाएगा साथ एम दो टेबल चाय एक साथ हो जाएगा,ham,0,0,0,0,0,57,0,14,1
"अब ये मत कहना कि मैं गलत हूं, जबकि सब कुछ तुम्हारे ही हाथ में था!",ham,0,0,0,1,0,65,0,16,1
मैं दुकान जा रहा हूँ। क्या आपको कुछ चाहिए?,ham,0,0,0,1,0,42,0,9,1
तुम अगर किसी काम से कल कर रही हो तो शाम को किया करो क्यूँ की मे दिन भर बयस्त होता हूँ,ham,0,0,0,0,0,85,0,22,1
"यहाँ मौसम बहुत अच्छा है, बाहर चलें क्या?",ham,0,0,0,1,0,40,0,8,1
"बधाई हो! आपका ₹2,00,000 का बिना ब्याज का लोन अप्रूव हो चुका है!
प्रिय ग्राहक,
आपके नाम पर विशेष ऑफर में ₹2,00,000 तक का 0% ब्याज वाला लोन स्वीकृत हो गया है।
इस मौके का फायदा उठाएं और आर्थिक आज़ादी प्राप्त करें। अब आवेदन करें: [लिंक]
यह ऑफर केवल अगले 24 घंटे के लिए है, जल्दी करें!",spam,0,0,1,1,0,280,0,57,0
कृपया तुरंत 08712404000 पर कॉल करें क्योंकि एक जरूरी संदेश आपका इंतजार कर रहा है।,spam,1,0,1,0,0,81,0,15,0
जो तुम लोग सही समझो वो प्रस्ताव रख देना उनके सामने ।,ham,0,0,1,0,0,52,0,12,1
"प्रिय विद्यार्थी, आपका असाइनमेंट तैयार कर लें । प्रिय विद्यार्थी, आपके इस सप्ताह के असाइनमेंट की समय सीमा 3 दिन में है। कृपया इसे पूरा करके जमा करें। शुभकामनाएं।",ham,0,0,0,1,0,161,0,29,1
नौकरी के लिए आवेदन करने का मौका! घर बैठे नौकरी पाने का मौका! अभी आवेदन करें: [https://secure-employment-portal.com]।,spam,0,1,1,1,0,116,0,17,0
"आपका पैन कार्ड वेरिफाई नहीं हुआ है! प्रिय ग्राहक, आपके पैन कार्ड की जानकारी अपडेट नहीं है। कृपया तुरंत यहाँ क्लिक करें और अपडेट करें: [http://pan-update-verification.com]।",spam,0,1,1,1,0,171,0,26,0
"भाई, असाइनमेंट के लिए कुछ तो कुछ चाहिए ना...शुद्ध हिंदी या अशुद्ध...चलेगा...सिर्फ भरना हैं",ham,0,0,0,1,0,90,0,14,1
"ठीक है, मैंने हेयर ड्रेसर से दस्तावेज़ की जांच की, उसने कहा कि वह बहुत छोटा कट चाहती है। उन्होंने कहा कि जब तक मैं अच्छा नहीं लगूंगा, तब तक कट कर दूंगा।",ham,0,0,0,1,0,152,0,33,1
"कुछ नहीं। मेरा मतलब है कि जब पैसा आपके खाते में आता है, तो बैंक अपनी निश्चित दर हटा देगा",ham,0,0,1,1,0,88,0,20,1
रियलिटी फैंटेसी शो में आने का आपका मौका अभी कॉल करें = 08707509020 सिर्फ 20p प्रति मिनट NTT Ltd,spam,1,0,1,0,0,95,0,19,0
भाई तुम लोग मुझसे कोई सारंग में जा रहे हो क्या,ham,0,0,0,0,0,46,0,11,1
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam,0,0,1,0,1,67,0,14,0
"किसी भी उद्देश्य के लिए लोन ₹50,000 से ₹75,00,000 तक। मकान मालिक और किरायेदार दोनों का स्वागत है। पहले मना किया गया था? हम फिर भी आपकी मदद कर सकते हैं। फ्री कॉल करें 0800 1956669 या 'HELP' वापस मैसेज करें।",spam,0,0,1,1,0,205,0,41,0
आपके फोक्स के अनुसार 'मेले मेले (ओरु मिन्नामिनुंगिन्ते नुरुंगु वेट्टम)' के लिए सभी कॉल्स के लिए आपके कॉल्स ट्यून के रूप में सेट किया गया है। अपने दोस्तों के साथ यूट्यूब को कॉपी करने के लिए *9 दबाएँ,ham,0,0,1,1,0,197,0,38,1
"मुझे आपकी सलाह चाहिए, कब बात कर सकते हैं?",ham,0,0,0,1,0,41,0,9,1
नया एयरड्रॉप: TEN जॉइनिंग बोनस: 1000+ तक प्रति रेफरल: 2000 TEN प्रत्येक कार्य: 1000-2500 $TEN वितरण तिथि: TBA एयरड्रॉप लिंक: https://t.me/tenapp_bot/join?startapp कैसे शामिल हों? बॉट शुरू करें और एक पक्ष चुनें सभी कार्यों को पूरा करें और सिक्कों का दावा करें अधिक जानने के लिए समाचार का पालन करें,spam,0,1,1,1,0,296,0,49,0
"आपको किस बात का इंतजार है, अशुतोष? पाएं फ्लैट 10% कैशबैक और कई अन्य लाभ*। अभी अप्लाई करें स्विगी एचडीएफसी बैंक क्रेडिट कार्ड के लिए! ct3.io/396qmTv",spam,0,0,0,1,0,147,0,26,0
"हाय हाफ़िज़, RBL बैंक क्रेडिट कार्ड ऑफ़र:
-5L तक की सीमा
-0 वार्षिक शुल्क
-0 आय दस्तावेज़
अनुमोदन के अधीन BankBazaar https://bnkbzr.co/BBCRDT/9Itp594G",spam,0,1,0,1,0,150,0,22,0
"अभी ₹5000 प्रतिदिन कमाने का मौका! बिना किसी अनुभव के, अब घर बैठे ₹5000 रोजाना कमाएं! इस सीमित ऑफर का लाभ उठाने के लिए जल्द रजिस्टर करें और अपने जीवन को बदलें [http://claim-lifetime-reward.com]!",spam,0,1,1,1,0,193,0,33,0
वो मूवी इतना अच्छा नही हे ।,ham,0,0,0,0,0,27,0,7,1
"हाय मोहित
एआई सक्षम गुणवत्ता जांच के साथ पूरी तरह सटीक स्वास्थ्य परीक्षण का अनुभव करें।
फुल बॉडी टेस्ट @ रु.699 में बुक करें।
हेल्थियंस 9289628086 पर कॉल करें",spam,1,0,1,1,0,158,0,29,0
क्या आप ट्यूब ला बीजी कास डाउनलोड करायच हैं ते,ham,0,0,0,0,0,46,0,10,1
आपका क्रेडिट कार्ड पुरस्कार के लिए पात्र है। जल्द ही कॉल करें।,spam,0,0,1,0,0,62,0,12,0
अरे! कोड HAIROIL100 का उपयोग करके पुनः ऑर्डर करें और 549 रुपये मूल्य के हमारे एडवांस्ड हेयर ऑयल का मुफ़्त में आनंद लें। सीमित स्टॉक उपलब्ध है। जल्दी करें! @ mattrs.in/2ppqsdrmy,spam,0,0,1,1,0,176,0,31,0
"सरकार द्वारा विशेष योजना के तहत अब ₹10,000 तक का अनुदान उपलब्ध है। अपनी आर्थिक स्थिति को सुधारने के लिए जल्दी आवेदन करें। केवल आधार कार्ड और बैंक खाता विवरण की आवश्यकता है। तुरंत आवेदन करें, क्योंकि यह योजना सीमित समय के लिए है। अधिक जानकारी के लिए 9876543210 पर कॉल करें या [od78sdi.go2v.en] पर जाएं।",spam,1,0,1,1,0,301,0,56,0
"अपने नए साल के बालों के स्वास्थ्य के संकल्प को पूरा करें! बालों के झड़ने, बालों के पतले होने, रूसी और अन्य समस्याओं से लड़ें अभी ऑर्डर करें! @ 20% की छूट कोड का उपयोग करें: NY20 @ bdywse.in/266kjz8pc",spam,0,0,0,1,0,199,0,39,0
क्या आप जानते हैं कि कंपनियाँ कितना मुनाफ़ा कमाती हैं? अब आपके पास 23500rs सैलरी के साथ हमसे जुड़ने का मौक़ा है। संपर्क करें https://wa.me/917060064974 संजय उद्यम,spam,1,1,0,1,0,162,0,27,0
"हे sfdagg, कोडिंग निन्जा टेकवर्सिटी प्रोग्राम में आपकी रुचि के लिए धन्यवाद।

कृपया ध्यान दें: 6 नवंबर बैच के लिए पंजीकरण कुछ ही घंटों में बंद हो रहा है।

संपूर्ण सीएस शिक्षा के चरण 1 के लिए अंतिम 5 सीटों पर शुल्क में छूट प्राप्त करें (5,000 रुपये तक)।

अधिक जानकारी के लिए, कॉलबैक का अनुरोध करने के लिए नीचे टैप करें। 

आपकी मदद के लिए हम हाजिर हैं।
सदस्यता समाप्त करने के लिए STOP टाइप करें।",spam,0,0,1,1,0,392,0,77,0
"चलो न, एक बार हॉस्टल के पास वाली shop में momos खाने चलते हैं, काफी time हो गया यार",ham,0,0,0,1,0,83,0,19,1
&lt;#&gt; या उसके बाद काम नहीं करता,ham,0,0,0,1,0,35,0,7,1
"वो पावर डीएल के आता है
तुम्हें ऐप पे दिखेगा
कृपया Flipkart Tracking की कृपा करें 
तो फिर तुम क्रोगे शॉप से ​​प्राप्त करोगे अन्यथा दिए गए पते पर कुछ अतिरिक्त डिलीवरी शुल्क के साथ डिलीवरी क्रते है",ham,0,0,0,0,0,194,0,38,1
"आपका ₹2,000 का कैशबैक पेंडिंग है! इसे क्लेम करने के लिए अभी यहां क्लिक करें: https://shorten.url/cash/y78KmLa4 -CashbackDeal।",spam,0,1,1,1,0,125,0,17,0
"बधाई हो! आपने ₹5,00,000 की लॉटरी जीती है। इसे तुरंत प्राप्त करने के लिए अभी इस लिंक पर क्लिक करें: https://url01.top/b/xJwK98Lg5 -PrizeOffer।",spam,0,1,1,1,0,141,0,22,0
"सॉरी, मैं बाद में कॉल करूँगा।",ham,0,0,1,1,0,29,0,6,1
"आज अमेरिका का result लगा है 
डोनाल्ड ट्रम्प जीत गये.",ham,0,0,1,1,0,52,0,10,1
"भाई ये गाना सुन, बहुत अच्छा लगेगा...सुन रे सुन बेलिया...दिन ने धोखा दिया...वो तमाशा फिल्म वाले",ham,0,0,0,1,0,94,0,16,1
दूसरों की तारीफ करने में कभी संकोच न करें। यह आपके व्यक्तित्व को निखारता है।,ham,0,0,0,0,0,76,0,15,1
आपका क्रेडिट स्कोर अपडेट कर दिया गया है। अपनी रिपोर्ट डाउनलोड करें: https://creditscore.info/r8LmKJ78 -ScoreUpdate।,spam,0,1,0,1,0,115,0,14,0
यह संदेश आपको GMW Ltd. द्वारा लाया गया है और यह मुफ़्त ऑफ़र से जुड़ा नहीं है,spam,0,0,1,1,0,76,0,17,0
मैं हमारी निरन्तर साझेदारी की आशा करता हूँ।,ham,0,0,0,0,0,43,0,8,1
"वो किताब जो आपने बताई थी, बहुत अच्छी है।",ham,0,0,0,1,0,40,0,9,1
कृपया मुझे पता का रिमाइंडर दे सकते हैं?,ham,0,0,0,1,0,39,0,8,1
अभी उस फिल्म को देखा। आप सही थे!,ham,0,0,0,1,0,32,0,8,1
"""प्रिय ग्राहक, आपका बैंक अकाउंट बंद किया जा रहा है। कृपया इसे सक्रिय रखने के लिए तुरंत विवरण अपडेट करें: http://secure-your-bank.com""",spam,0,1,0,1,0,133,0,21,0
जल्द ही एक रोड ट्रिप का आयोजन करते हैं।,ham,0,0,0,0,0,39,0,9,1
"अब, कक्षा निर्धारित कार्यक्रम के अनुसार चलेंगी और स्थान सीएसई विभाग में ही होगा, जैसा कि बताया गया है।",ham,0,0,0,1,0,102,0,19,1
हाय बेब मैं घर पर हूँ अब कुछ करना चाहोगी? XX,ham,0,0,0,1,0,44,0,11,1
"हम आपसे सुनने का इंतज़ार कर रहे हैं! Jio के नेटवर्क पर अपनी प्रतिक्रिया साझा करने और आपको बेहतर सेवा देने में हमारी सहायता करने के लिए www.jio.com/r/zRc29zOyJ पर क्लिक करें। धन्यवाद, टीम जियो",spam,0,0,1,1,0,191,0,34,0
"चल ठीक है कोई बात नहीं, लेकिन बहुत हंसी आ रही है भाई...फाड़ दिया हमने ने...फोर्का बार्का",ham,0,0,0,1,0,88,0,17,1
मेरे फोटो और सिग्नचर अगर तुम्हारे पास हैं तो थोड़ा साइट में अपलोड करदो ना ।,ham,0,0,0,0,0,74,0,16,1
क्या आप त्वरित बातचीत के लिए उपलब्ध हैं?,ham,0,0,0,1,0,40,0,8,1
"बैंक खाता अस्थाई रूप से निष्क्रिय । प्रिय ग्राहक, आपके बैंक खाते में अस्थाई समस्या आ गई है। कृपया अपनी नजदीकी शाखा में संपर्क करें।",ham,0,0,0,1,0,131,0,25,1
लेंसकार्ट से सिल्वर ट्रांसपा.. युक्त आपका पिक अप ऑर्डर *शैडोफैक्स द्वारा सफलतापूर्वक उठा लिया गया है।,ham,0,0,0,1,0,101,0,16,1
विशेष ऑफर! आज ही 50% की छूट का लाभ उठाएं। अभी कॉल करें।,spam,0,0,1,1,0,55,0,13,0
"वो किताब जो आपने बताई थी, बहुत अच्छी है।",ham,0,0,0,1,0,40,0,9,1
"💞 £100 तक नया उपयोगकर्ता बोनस!!!!
पैसे कमाने के लिए आपको बस एक व्हाट्सएप चाहिए! 
दोस्तों को शामिल होने के लिए आमंत्रित करके 40-100RS कमा सकते हैं। असीमित दैनिक अधिकतम लाभ।
कोई शुल्क आवश्यक नहीं. पूरी तरह से मुफ़्त और 100% कानूनी💯
आरंभ करने के लिए मेरे लिंक का उपयोग करें और £100 प्राप्त करें 👇👇👇
https://goget5.com/#/pages/index/index?code=PN68AP5I",spam,0,1,1,1,0,348,0,57,0
घर से काम करें और 7000 रुपये प्रति माह कमाएँ। पीसी से मोबाइल उपयोगकर्ताओं को कंपनी के एसएमएस भेजें। कॉल-9333075338/9333075332 www.cyberjob.in-4rm 160by2.com पर भेजा गया,spam,1,0,1,1,0,168,0,25,0
BATA की नई मेक योर वे रेंज के साथ त्योहारी माहौल में कदम रखें। खरीदारी करें और 10% की छूट पाएं (अधिकतम रु. 500)। 31-अक्टूबर तक LV2A4025ABCE का उपयोग करें @store या bit.ly/4hd4eAb TnC,spam,0,0,0,1,0,182,0,34,0
"एआई और जेनएआई का तेजी से उदय उद्योगों को नया आकार दे रहा है, और नियोक्ता सक्रिय रूप से केवल सैद्धांतिक ज्ञान से अधिक वाले पेशेवरों की तलाश कर रहे हैं। उन्हें ऐसे इंजीनियरों की आवश्यकता है जो वास्तविक दुनिया की चुनौतियों के लिए एआई-संचालित समाधान लागू कर सकें।

यहां बताया गया है कि इसमें कूदने का यह सही समय क्यों हो सकता है:

टाइम्स ऑफ इंडिया के एक हालिया लेख में बताया गया है कि एआई क्रांति के साथ बने रहने के लिए 80% सॉफ्टवेयर इंजीनियरों को 2027 तक कौशल बढ़ाने की आवश्यकता होगी। इसका मतलब है कि एआई-संचालित सॉफ्टवेयर बनाने वाले डेवलपर्स की मांग आसमान छू रही है!

हमारा एआई-पावर्ड सॉफ्टवेयर डेवलपमेंट बूटकैंप आपको उन कौशलों से लैस करता है जो आपको उन भविष्य-प्रूफ इंजीनियरों में से एक बनने और प्रीमियम तकनीकी भूमिकाओं में आने के लिए आवश्यक हैं। आप सीखेंगे कि कैसे:

मास्टर पायथन और एआई फ्रेमवर्क
वास्तविक दुनिया के सॉफ़्टवेयर प्रोजेक्ट बनाएं
वेब एप्लिकेशन विकसित करें
GenAI टूल की शक्ति का उपयोग करें

प्रौद्योगिकी के भविष्य को आकार देने के लिए इस अवसर का लाभ उठाएं।

अभी आवेदन करने के लिए यहां क्लिक करें! https://talentsprint.com/course/ai-software-development-bootcamp-hyderabad?utm_source=college_dunia&utm_medium=paid_affiliate&utm_campaign=ts-aisd-college_dunia-audience_db&utm_content=ts-aisd-college_dunia-audience_db-email",spam,0,1,1,1,0,1232,0,189,0
सिर्फ 1 रुपये में फ्लाइट टिकट! अभी बुक करें: https://bookflights.info/v87KJ9LN -FlightDeals।,spam,0,1,0,1,0,92,0,11,0
"प्रिय कर्मचारी, कंपनी की वार्षिक बैठक सोमवार को सुबह 10 बजे आयोजित की जाएगी। कृपया समय पर पहुंचें।",ham,0,0,0,1,0,98,0,18,1
"अभी रजिस्टर करें और फ्री गिफ्ट पाएं! ""जल्दी करें, सीमित समय के लिए फ्री गिफ्ट पाने का मौका! यहाँ क्लिक करें: [https://exclusive-gift-offer.com]।""",spam,0,1,1,1,0,145,0,22,0
जस्टडायल नोएडा क्षेत्र से बिजनेस एसोसिएट्स की तलाश कर रहा है। आप 50000 रुपये प्रति माह से अधिक कमा सकते हैं। अधिक जानकारी के लिए reseller.justdial.com पर जाएँ,spam,0,0,0,1,0,158,1,28,0
"मैं अगले सप्ताह शहर में रहूँगा, मिलते हैं!",ham,0,0,0,1,0,42,0,8,1
"क्या आपको जॉब चाहिए? आज ही आइए www.jobdhundo.com पर, हर कोर्स पर 25 प्रतिशत की छूट पाएं। आज ही रजिस्टर कीजिए और नौकरी पाइए।",spam,0,0,0,1,0,123,0,24,0
आपकी प्रतिक्रिया का इंतजार रहेगा।,ham,0,0,0,0,0,33,0,5,1
"मैं 5 बजे पहुँच जाऊँगा, तब मिलते हैं!",ham,0,0,0,1,0,37,0,8,1
दिन की शुरुआत वर्कआउट से करने से सकारात्मक माहौल बनता है!,ham,0,0,0,1,0,57,0,11,1
"अभी 50% कैशबैक पाएं! अभी इस लिंक पर क्लिक करें और 50% कैशबैक प्राप्त करें। जल्दी करें, ऑफर केवल पहले 500 लोगों के लिए है!",spam,0,0,1,1,0,121,0,25,0
आपके PAN कार्ड को अपडेट करें। सुधार करें: https://pancorrection.net/mKL98J7N -PANSupport。,spam,0,1,0,1,0,89,0,10,0
आपने एक मुफ्त यात्रा जीती है! अधिक जानकारी के लिए हमसे संपर्क करें।,spam,0,0,1,1,0,67,0,13,0
आप जीत गए हैं! आपकी लकी आईडी 7890 को $500 का पुरस्कार मिला है। अभी कॉल करें।,spam,0,0,1,1,0,76,0,17,0
"आपने हमारे रेफरल प्रोग्राम में 1,000 रुपये जीते हैं! यह राशि प्राप्त करने के लिए कृपया इस लिंक पर जाएँ: https://bit.ly/hgf4RT और आवश्यक जानकारी दर्ज करें। धन्यवाद!",spam,0,1,1,1,0,163,0,27,0
"आशुतोष साहू, रोल नंबर - 241928111372, ऐसा प्रतीत होता है कि आपने 20/10/2024 (रविवार) को होने वाली संयुक्त स्नातक स्तर परीक्षा - 2024 के लिए अस्थायी प्रवेश पत्र डाउनलोड नहीं किया है। कृपया लॉगिन करें और OSSC पोर्टल से प्रवेश पत्र डाउनलोड करें ताकि आप ऊपर दिए गए तिथि और समय पर परीक्षा में सम्मिलित हो सकें। यदि आपने पहले ही डाउनलोड कर लिया है तो इसे नजरअंदाज करें। प्रेषक: ओडिशा स्टाफ सेलेक्शन कमीशन (OSSC)।",ham,1,0,0,1,0,406,0,75,1
मैं इस मामले पर आपकी समय पर प्रतिक्रिया की सराहना करता हूँ।,ham,0,0,0,0,0,59,0,12,1
ICICI सिक्योरिटीज में रिलेशनशिप मैनेजर के तौर पर 3.4 लाख रुपये प्रति वर्ष कमाएँ। मणिपाल द्वारा ICICI सिक्योरिटीज एडवांस्ड सेल्स प्रोग्राम जॉइन करें। अभी आवेदन करें https://bit.ly/3sTne1K,spam,0,1,1,1,1,186,0,27,0
अपने अपनों की सेहत बनाए रखने के लिए आज ही लें योमी बाबा का चूर्ण। यह दिल के दौरे और डायबिटीज में मदद करता है। आज ही मंगवाएँ www.yomibaba.com से।,spam,0,0,0,1,0,144,0,30,0
आपके क्रेडिट कार्ड को अपडेट करने की आवश्यकता है! यहां क्लिक करें: www.updatecard.com,spam,0,0,1,1,0,84,0,13,0
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam,0,0,1,0,1,67,0,14,0
मुझे आपकी किसी भी शंका का समाधान करने में खुशी होगी।,ham,0,0,0,0,0,52,0,11,1
ये कमाल नहीं है कि शुक्रवार आ गया है? ये हफ्ता कितनी जल्दी बीत गया!,ham,0,0,1,1,0,67,0,15,1
क्या आप काफी अद्वितीय हैं? 30 अगस्त से पता करें। www.areyouunique.co.uk,spam,0,0,0,1,0,71,0,11,0
अभी 1 लाख रुपये का इनाम जीतें। अधिक जानकारी के लिए यहाँ क्लिक करें।,spam,0,0,1,0,1,67,0,14,0
"आपके बैंक खाते का लेन-देन विवरण । प्रिय ग्राहक, आपके बैंक खाते का मासिक लेन-देन विवरण संलग्न है। कृपया इसे ध्यान से जाँचें।",ham,0,0,0,1,0,123,0,23,1
"बधाई हो! आप हमारी लॉटरी के विजेता बन चुके हैं और आपको ₹50,000 का पुरस्कार जीतने का मौका मिला है। इस शानदार अवसर को हाथ से न जाने दें। इस offers.loot5.com/hgk.htm/ लिंक पर क्लिक करें और अपनी पुरस्कार राशि तुरंत प्राप्त करें। आपको बस 10 मिनट में इस प्रक्रिया को पूरा करना है। जल्दी करें, यह ऑफर केवल 24 घंटों के लिए ही उपलब्ध है!",spam,0,0,1,1,0,327,0,65,0
"स्वास्थ्य बीमा पॉलिसी का नवीनीकरण । प्रिय ग्राहक, आपकी स्वास्थ्य बीमा पॉलिसी का नवीनीकरण सफलतापूर्वक हो गया है। आपकी नई पॉलिसी संलग्न है।",ham,0,0,0,1,0,137,0,23,1
क्या तुमने अपने परिवार के साथ छुट्टियाँ मनाई?,ham,0,0,0,1,0,45,0,8,1
